file,level_mA,heat_ms,cycle,bootstrap,railed,i_mA,dx_um,x_base_um,F_base_mN,dF_mN,clipped
c04_level_250mA_h500ms,250,500,6,0,0,249.76,85.72,-4641.88,293.387,6.795,0
c05_level_350mA_h500ms,350,500,1,1,0,347.73,171.34,-4676.06,290.647,13.114,0
c05_level_350mA_h500ms,350,500,2,0,0,348.56,186.49,-4614.12,295.510,14.231,0
c05_level_350mA_h500ms,350,500,3,0,0,350.07,179.98,-4635.54,293.901,14.023,0
c05_level_350mA_h500ms,350,500,4,0,0,349.68,190.73,-4622.83,294.863,14.745,0
c05_level_350mA_h500ms,350,500,5,0,0,350.43,168.16,-4647.20,292.872,13.008,0
c05_level_350mA_h500ms,350,500,6,0,0,350.26,190.06,-4628.64,294.399,14.452,0
c06_level_450mA_h500ms,450,500,1,1,0,447.89,342.37,-4684.43,290.003,26.312,0
c06_level_450mA_h500ms,450,500,2,0,0,447.66,330.59,-4627.57,294.342,25.209,0
c06_level_450mA_h500ms,450,500,3,0,0,449.15,329.06,-4649.19,292.539,25.088,0
c06_level_450mA_h500ms,450,500,4,0,0,449.33,340.48,-4597.75,296.557,26.011,0
c06_level_450mA_h500ms,450,500,5,0,0,449.27,325.82,-4626.47,294.374,25.202,0
c06_level_450mA_h500ms,450,500,6,0,0,449.20,360.48,-4603.01,296.100,27.499,0
c07_level_550mA_h500ms,550,500,1,1,0,547.92,583.65,-4679.33,290.448,44.628,0
c07_level_550mA_h500ms,550,500,2,0,0,549.00,640.01,-4592.65,296.894,49.396,0
c07_level_550mA_h500ms,550,500,3,0,0,547.86,623.62,-4616.37,295.167,47.933,0
c07_level_550mA_h500ms,550,500,4,0,0,548.78,629.57,-4597.82,296.470,48.499,0
c07_level_550mA_h500ms,550,500,5,0,0,549.05,546.30,-4628.09,294.323,41.323,0
c07_level_550mA_h500ms,550,500,6,0,0,548.47,600.58,-4589.88,297.137,46.057,0
c08_level_650mA_h500ms,650,500,1,1,0,648.96,1109.06,-4674.04,291.096,85.674,0
c08_level_650mA_h500ms,650,500,2,0,0,648.52,1180.65,-4596.80,296.894,92.257,0
c08_level_650mA_h500ms,650,500,3,0,0,648.26,1109.10,-4585.25,297.762,85.926,0
c08_level_650mA_h500ms,650,500,4,0,0,648.17,1100.53,-4593.17,297.208,85.936,0
c08_level_650mA_h500ms,650,500,5,0,0,648.80,1158.93,-4563.90,299.254,91.445,0
c08_level_650mA_h500ms,650,500,6,0,0,648.62,1044.14,-4577.74,298.344,82.878,0
c09_level_750mA_h500ms,750,500,1,1,0,748.07,2241.01,-4670.04,291.372,176.125,0
c09_level_750mA_h500ms,750,500,2,0,0,747.90,2317.84,-4540.90,301.055,183.096,0
c09_level_750mA_h500ms,750,500,3,0,0,747.83,2289.50,-4524.90,302.184,178.951,0
c09_level_750mA_h500ms,750,500,4,0,0,747.55,2190.90,-4516.48,302.801,171.522,0
c09_level_750mA_h500ms,750,500,5,0,0,748.58,2214.48,-4548.99,300.361,172.900,0
c09_level_750mA_h500ms,750,500,6,0,0,747.41,2465.32,-4514.18,302.972,190.533,1
c10_level_850mA_h500ms,850,500,1,1,0,848.10,4520.10,-4674.41,291.072,202.434,1
c10_level_850mA_h500ms,850,500,2,0,0,847.87,4622.01,-4478.32,305.855,187.650,1
c10_level_850mA_h500ms,850,500,3,0,0,847.94,4520.35,-4455.64,307.510,185.996,1
c10_level_850mA_h500ms,850,500,4,0,0,848.97,4530.82,-4490.04,304.984,188.522,1
c10_level_850mA_h500ms,850,500,5,0,0,847.13,4471.11,-4487.11,305.237,188.269,1
c10_level_850mA_h500ms,850,500,6,0,0,847.91,4577.74,-4433.82,309.242,184.264,1
c11_level_950mA_h500ms,950,500,1,1,0,948.04,6873.23,-4667.04,291.750,201.755,1
c11_level_950mA_h500ms,950,500,2,0,0,946.90,7491.13,-4486.11,304.964,188.541,1
c11_level_950mA_h500ms,950,500,3,0,0,947.34,7350.77,-4549.11,299.377,194.129,1
c11_level_950mA_h500ms,950,500,4,0,0,947.21,7641.41,-4500.04,303.034,190.471,1
c11_level_950mA_h500ms,950,500,5,0,0,947.87,7771.07,-4519.35,301.217,192.289,1
c11_level_950mA_h500ms,950,500,6,0,0,947.27,7623.45,-4558.18,297.903,195.603,1
